Event	ID	Name			Wwise Object Path	Notes
	885871882	Car_Skid_Play			\Default Work Unit\Car\Car_Skid_Play	
	900533538	Car_Crash_Play			\Default Work Unit\Car\Car_Crash_Play	
	993029682	Car_Brake_Play			\Default Work Unit\Car\Car_Brake_Play	
	1051603354	Car_Impact_Pneumatic_Play			\Default Work Unit\Car\Car_Impact_Pneumatic_Play	
	1070810022	Car_Explosion_Play			\Default Work Unit\Car\Car_Explosion_Play	
	1198733287	Footsteps_Play			\Default Work Unit\Ambiance\Footsteps_Play	
	1296828403	Ambiance_Checkpoint_Play			\Default Work Unit\Ambiance\Ambiance_Checkpoint_Play	
	1852543838	Car_Impact_Big_Play			\Default Work Unit\Car\Car_Impact_Big_Play	
	2086347706	Car_Boost_Play			\Default Work Unit\Car\Car_Boost_Play	
	2254025468	Car_Motor_Play			\Default Work Unit\Car\Car_Motor_Play	
	2290073908	Car_Skid_Stop			\Default Work Unit\Car\Car_Skid_Stop	
	2554673542	Ambiance_DS_Main_Play			\Default Work Unit\Ambiance\Ambiance_DS_Main_Play	
	2959156706	Ambiance_PS_Main_Play			\Default Work Unit\Ambiance\Ambiance_PS_Main_Play	
	3485429956	Car_Boost_Stop			\Default Work Unit\Car\Car_Boost_Stop	
	3759478915	Ambiance_Wind_Play			\Default Work Unit\Ambiance\Ambiance_Wind_Play	
	3784223555	Car_Impact_Small_Play			\Default Work Unit\Car\Car_Impact_Small_Play	

Game Parameter	ID	Name			Wwise Object Path	Notes
	796049864	RPM			\Default Work Unit\Car_Engine\RPM	
	822292696	Skid			\Default Work Unit\Car_Various\Skid	
	1200033591	OnGround			\Default Work Unit\Car_Engine\OnGround	
	3588613048	Play_Without_Loosing			\Default Work Unit\Play_Without_Loosing	

Effect plug-ins	ID	Name	Type				Notes
	2080872166	Brick_Wall_Minus_6dB_Peak_Fast_Release	Wwise Peak Limiter			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	49751626	CrankcaseAudio REV	CrankcaseAudio REV		\Actor-Mixer Hierarchy\Default Work Unit\Car\Engine\Ferrari 430\CrankcaseAudio REV	
	374469379	SoundSeed Wind	SoundSeed Air/SoundSeed Wind		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Wind\SoundSeed Wind	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	12002936	Cris-15	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\CRIS\Cris-15_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Dino_Cris_02\Cris-15		678140
	13089676	Ambiance_Divers_08	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Divers_08_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Ambiance trucs\Random_Cris_01\Ambiance_Divers_08		3416128
	23577428	Ambiance_Trucs_04	C:\Users\GUILLON.victoria\Documents\WwiseProjects\CarsDino_CAR_Motor\.cache\Windows\SFX\Ambiance trucs\Ambiance_Trucs_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiance\Dinosaure\Checkpoint\Ambiance_Trucs_04		1048868
